,No.,Block_No,Focal_species,Species_code,Population_code,Treatment,Comp_trt,Competitor,Time_in_Exp,initial_nonfocal_leaf_count,initial_focal_leaf_count,nonfocal_root_length,nonfocal_shoot_height,nonfocal_root_mass,nonfocal_shoot_mass,focal_root_length,focal_shoot_height,focal_root_mass,focal_shoot_mass,Trt,focal_species,Type,nonfocal_leaf_count,focal_leaf_count,Nonfocal_species,focal_full_mass,nonfocal_full_mass,focal_rmf,nonfocal_rmf,rmf_diff,shoot_height_diff,root_length_diff,leaf_count_diff,pot_mass,abs_rmf_diff,abs_root_length_diff,abs_shoot_height_diff,final_leaf_diff,abs_final_leaf_diff,initial_leaf_diff,abs_initial_leaf_diff
372,103,4,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,6,6,6,1.791759469,1.887069649,6.526867549,5.049752469,2.740840024,7.307530363,12.93831519,DICA-C Intraspecific_competition MACA-B,NA,Intraspecific mixture,7,19,Dieteria canescens,4.499538371,2.900678748,0.241847826,0.134146341,0.107701485,9.5,-10.5,12,270,0.107701485,10.5,9.5,12,12,0,0
373,104,4,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,6,7,4.636809248,2.251291799,2.533696814,9.093954036,5.14781507,2.970414466,6.32455532,12.03328717,DICA-C Intraspecific_competition MACA-C,NA,Monoculture,13,14,Dieteria canescens,4.284605289,3.409934142,0.216450216,0.132214061,0.084236156,10,5,1,280.1,0.084236156,5,10,1,1,1,1
374,105,4,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,43,NA,NA,5.830951895,2.397895273,3.131136911,8.396427812,4.582575695,2.197224577,3.701351105,7.582875444,DICA-C Monoculture MACA-C,NA,Monoculture,10,15,Dieteria canescens,3.359200284,3.395226756,0.19241573,0.245182013,-0.052766283,-2,-13,5,164.6,0.052766283,13,2,5,5,NA,NA
375,116,4,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,44,7,6,6.403124237,2.079441542,4.478472533,13.34915728,4.847679857,2.079441542,4.074309757,5.54977477,MACA-A Intraspecific_competition MACA-A,NA,Monoculture,15,8,Dieteria canescens,3.102270866,4.222277799,0.35021097,0.330829891,0.019381079,0,-17.5,-7,313.7,0.019381079,17.5,0,-7,7,-1,1
376,117,4,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,4,5,4.898979486,2.014903021,2.459588842,5.66568619,6.08276253,2.079441542,4.438468204,8.24014563,MACA-A Intraspecific_competition MACA-B,NA,Intraspecific mixture,12,17,Dieteria canescens,3.560704121,2.850486806,0.224885845,0.267123288,-0.042237443,0.5,13,5,131.4,0.042237443,13,0.5,5,5,1,1
377,118,4,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,NA,NA,5.61248608,2.302585093,4.434381865,14.16333294,4.123105626,1.704748092,1.843908891,4.949747468,MACA-A Intraspecific_competition MACA-C,NA,Intraspecific mixture,17,7,Dieteria canescens,2.606464341,4.312506789,0.121863799,0.295893296,-0.174029497,-4.5,-14.5,-10,312.8,0.174029497,14.5,4.5,-10,10,NA,NA
378,120,4,Dieteria canescens,DICA,DICA-A,Monoculture,Monoculture - MACA-A,DICA-A,44,NA,NA,4.69041576,2.197224577,3.5085559,9.695359715,5.059644256,1.945910149,3.660601044,6.41092817,MACA-A Monoculture MACA-A,NA,Monoculture,8,10,Dieteria canescens,3.173567269,3.633719254,0.24587156,0.262166405,-0.016294845,-2,3.6,2,181.9,0.016294845,3.6,2,2,2,NA,NA
379,121,4,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,43,4,6,4.898979486,1.704748092,3.686376324,6.920982589,4.74341649,2.302585093,7.259476565,10.27618606,MACA-B Interspecific_competition HEVI-A,NA,Interspecific mixture,9,13,Heterotheca villosa,4.187560463,3.256894059,0.332912192,0.454441913,-0.121529721,4.5,-1.5,4,246.1,0.121529721,1.5,4.5,4,4,2,2
380,122,4,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,4,6,4.898979486,1.386294361,3.589059119,6.782329983,5.567764363,2.708050201,6.356099433,11.98749348,MACA-B Interspecific_competition HEVI-C,NA,Interspecific mixture,6,15,Heterotheca villosa,4.282942086,3.220464113,0.219445953,0.440389294,-0.220943341,11,7,9,266.3,0.220943341,7,11,9,9,2,2
381,124,4,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,5,5,4.123105626,1.704748092,3.526360525,6.92820323,5.477225575,2.442347035,8.5732141,10.0697567,MACA-B Interspecific_competition HEVI-B,NA,Interspecific mixture,10,15,Heterotheca villosa,4.317750664,3.233351783,0.420240137,0.414634146,0.005605991,6,13,5,256.9,0.005605991,13,6,5,5,0,0
382,125,4,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,5,7,4.123105626,1.791759469,3.17805383,7.674633542,6.204836823,2.772588722,5.60357029,11.12654484,MACA-B Intraspecific_competition MACA-A,NA,Intraspecific mixture,11,15,Dieteria canescens,4.090246341,3.294341721,0.202319588,0.289505428,-0.087185841,10,21.5,4,238.1,0.087185841,21.5,10,4,4,2,2
383,126,4,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,42,6,6,4.183300133,2.197224577,2.721295428,8.336666,5.700877125,2.140066163,3.911521443,6.848357467,MACA-B Intraspecific_competition MACA-B,NA,Monoculture,14,14,Dieteria canescens,3.280225436,3.325351324,0.245980707,0.179456907,0.066523801,-0.5,15,0,146.9,0.066523801,15,0.5,0,0,0,0
384,127,4,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,5,5,5.049752469,1.945910149,3.238678452,7.280109889,5.830951895,2.014903021,4.037325848,7,MACA-B Intraspecific_competition MACA-C,NA,Intraspecific mixture,12,12,Dieteria canescens,3.322247108,3.243268157,0.249617152,0.324840764,-0.075223613,0.5,8.5,0,143.8,0.075223613,8.5,0.5,0,0,0,0
385,128,4,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,NA,NA,4.582575695,2.079441542,3.683866912,8.927485648,4.358898944,1.945910149,4.277849927,6.603029608,MACA-B Monoculture MACA-B,NA,Monoculture,11,12,Dieteria canescens,3.298617822,3.551246621,0.295638126,0.333054393,-0.037416267,-1,-2,1,181.4,0.037416267,2,1,1,1,NA,NA
386,129,5,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,4,6,4.123105626,1.609437912,1.740466175,6.978538529,4.898979486,2.197224577,4.370354677,10.19803903,DICA-C Interspecific_competition HEVI-A,NA,Interspecific mixture,11,13,Heterotheca villosa,3.816856521,2.952796082,0.155158408,0.104779412,0.050378996,4,7,2,177.5,0.050378996,7,4,2,2,2,2
387,131,5,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,5,6,5.431390246,1.791759469,2.525728644,6.308724118,4.147288271,2.674148649,2.774887385,9.523654761,DICA-C Interspecific_competition HEVI-C,NA,Interspecific mixture,16,13,Heterotheca villosa,3.506927736,2.972280734,0.078252033,0.239005736,-0.160753704,8.5,-12.3,-3,150.7,0.160753704,12.3,8.5,-3,3,1,1
388,132,5,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,4,5,4.123105626,1.609437912,1.887069649,5.234500931,2.738612788,1.504077397,0.707106781,4.312771731,DICA-C Interspecific_competition HEVI-B,NA,Interspecific mixture,8,5,Heterotheca villosa,2.240508539,2.668627097,0.02617801,0.194117647,-0.167939637,-0.5,-9.5,-3,53.1,0.167939637,9.5,0.5,-3,3,1,1
389,133,5,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,6,5,4.898979486,1.335001067,2.734367509,4.098780306,4.183300133,2.509599262,4.516635916,10.34891299,DICA-C Intraspecific_competition MACA-A,NA,Intraspecific mixture,14,5,Dieteria canescens,3.855586713,2.614029039,0.16,0.47826087,-0.31826087,8.5,-6.5,-9,159.7,0.31826087,6.5,8.5,-9,9,-1,1
390,135,5,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,4,6,4.123105626,1.791759469,1.589235205,5.10881591,4.472135955,2.63905733,3.687817783,11.340194,DICA-C Intraspecific_competition MACA-B,NA,Intraspecific mixture,11,15,Dieteria canescens,3.876597965,2.588059334,0.095639944,0.158064516,-0.062424572,8,3,4,173.2,0.062424572,3,8,4,4,2,2
391,145,5,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,44,5,4,4.527692569,2.251291799,3.828641396,10.82127534,3.605551275,1.791759469,3.098386677,6.074537019,MACA-A Interspecific_competition HEVI-A,NA,Interspecific mixture,14,14,Heterotheca villosa,3.028683492,3.827520965,0.206451613,0.282035561,-0.075583948,-3.5,-7.5,0,209.6,0.075583948,7.5,3.5,0,0,-1,1
392,146,5,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,6,5,4.582575695,1.704748092,3.908014984,7.211102551,5.477225575,1.945910149,5.753259945,8.124038405,MACA-A Interspecific_competition HEVI-C,NA,Interspecific mixture,14,16,Heterotheca villosa,3.725224604,3.334534081,0.334006054,0.489194499,-0.155188445,1.5,9,2,200.9,0.155188445,9,1.5,2,2,-1,1
393,147,5,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,16,3,4.358898944,2.079441542,3.923951576,10.09455299,3.741657387,2.079441542,3.660601044,7.293833012,MACA-A Interspecific_competition HEVI-B,NA,Interspecific mixture,12,17,Heterotheca villosa,3.309748337,3.744129346,0.201201201,0.331803279,-0.130602077,0,-5,5,219.1,0.130602077,5,0,5,5,-13,13
394,148,5,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,44,4,6,5.873670062,1.791759469,3.131136911,10.14396372,5.522680509,1.871802177,3.962322551,7.661592524,MACA-A Intraspecific_competition MACA-A,NA,Monoculture,13,9,Dieteria canescens,3.409386319,3.64350115,0.211021505,0.182034976,0.028986529,0.5,-4,-4,200.2,0.028986529,4,0.5,-4,4,2,2
395,149,5,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,4,5,4.472135955,2.014903021,1.945910149,5.822370651,5.656854249,2.351375257,6.016643583,13.21362933,MACA-A Intraspecific_competition MACA-B,NA,Intraspecific mixture,13,15,Dieteria canescens,4.385233507,2.787163576,0.171726755,0.171149144,0.000577611,3,12,2,251.7,0.000577611,12,3,2,2,1,1
396,150,5,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,5,7,2.236067977,2.415913778,1.16315081,5.186520992,5.244044241,2.251291799,5.215361924,12.42577965,MACA-A Intraspecific_competition MACA-C,NA,Intraspecific mixture,9,16,Dieteria canescens,4.2001359,2.519855512,0.149779736,0.106312292,0.043467443,-1.7,22.5,7,211.7,0.043467443,22.5,1.7,7,7,2,2
397,151,5,Dieteria canescens,DICA,DICA-A,Monoculture,Monoculture - MACA-A,DICA-A,44,NA,NA,5.14781507,2.197224577,3.250374492,9.904544412,5.522680509,2.525728644,5.941380311,12.89573573,MACA-A Monoculture MACA-A,NA,Monoculture,11,16,Dieteria canescens,4.340174656,3.626971037,0.175099206,0.208232446,-0.033133239,3.5,4,5,325.5,0.033133239,4,3.5,5,5,NA,NA
398,152,5,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,43,5,4,4.795831523,1.504077397,2.970414466,6.700746227,5.958187644,2.251291799,4.277849927,7.224956747,MACA-B Interspecific_competition HEVI-A,NA,Interspecific mixture,12,9,Heterotheca villosa,3.391578788,3.109848982,0.259574468,0.302795031,-0.043220563,5,12.5,-3,134.9,0.043220563,12.5,5,-3,3,-1,1
399,153,5,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,4,6,3.082207001,1.386294361,2.557227311,5.128352562,4.062019202,2.525728644,3.478505426,9.818350167,MACA-B Interspecific_competition HEVI-C,NA,Interspecific mixture,6,11,Heterotheca villosa,3.646485375,2.772287841,0.111520737,0.329081633,-0.217560895,8.5,7,5,147.7,0.217560895,7,8.5,5,5,2,2
400,154,5,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,4,5,4.898979486,1.945910149,2.57261223,6.32455532,6.204836823,2.862200881,4.669047012,11.01816682,MACA-B Interspecific_competition HEVI-B,NA,Interspecific mixture,9,16,Heterotheca villosa,3.960708753,2.982812021,0.152234637,0.246704331,-0.094469695,10.5,14.5,7,196.3,0.094469695,14.5,10.5,7,7,1,1
401,155,5,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,6,6,6.557438524,2.251291799,2.564949357,8.94427191,4.74341649,2.140066163,3.391164992,8.33066624,MACA-B Intraspecific_competition MACA-A,NA,Intraspecific mixture,15,12,Dieteria canescens,3.423715997,3.392524321,0.142150803,0.139784946,0.002365857,-1,-20.5,-3,173.9,0.002365857,20.5,1,-3,3,0,0
402,157,5,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,42,6,8,4.898979486,2.079441542,1.974081026,7.348469228,4.898979486,2.63905733,4.91934955,10.10445446,MACA-B Intraspecific_competition MACA-B,NA,Monoculture,11,11,Dieteria canescens,3.876055213,3.053285158,0.191607284,0.117647059,0.073960225,6,0,0,187.5,0.073960225,0,6,0,0,2,2
403,158,5,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,5,4,5.431390246,2.917770732,3.342861805,14.74109901,3.633180425,1.791759469,2.50998008,5.983310121,MACA-B Intraspecific_competition MACA-C,NA,Intraspecific mixture,17,10,Dieteria canescens,2.914324999,4.252524052,0.149643705,0.115228013,0.034415692,-12.5,-16.3,-7,287.7,0.034415692,16.3,12.5,-7,7,-1,1
404,159,5,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,4,4,3.31662479,2.197224577,1.740466175,6.655824517,5.873670062,2.079441542,4.062019202,9.523654761,MACA-B Monoculture MACA-B,NA,Monoculture,12,18,Dieteria canescens,3.685874925,2.897635362,0.15391791,0.114,0.03991791,-1,23.5,6,157.2,0.03991791,23.5,1,6,6,0,0
405,161,6,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,5,4,3.674234614,0.916290732,2.624668592,5.029910536,5.14781507,2.564949357,3.646916506,9.544631999,DICA-C Interspecific_competition HEVI-C,NA,Interspecific mixture,NA,NA,Heterotheca villosa,3.63201714,2.766691007,0.127394636,0.352941176,-0.22554654,10.5,13,NA,143.5,0.22554654,13,10.5,NA,NA,-1,1
406,162,6,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,4,7,4,1.609437912,2.451005098,5.176871642,5.196152423,2.63905733,4.939635614,8.814760348,DICA-C Interspecific_competition HEVI-B,NA,Interspecific mixture,6,16,Heterotheca villosa,3.708691948,2.761861101,0.238981391,0.302083333,-0.063101943,9,11,10,140.5,0.063101943,11,9,10,10,3,3
407,163,6,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,5,4,4.949747468,2.079441542,3.440418095,8.47938677,4.472135955,1.609437912,3.834057903,5.338539126,DICA-C Intraspecific_competition MACA-A,NA,Intraspecific mixture,14,8,Dieteria canescens,3.028629563,3.452507041,0.340277778,0.302618817,0.037658961,-3,-4.5,-6,146.3,0.037658961,4.5,3,-6,6,-1,1
408,164,6,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,4,9,3.464101615,1.945910149,2.041220329,5.319774431,4.898979486,2.48490665,9.126883367,12.31665539,DICA-C Intraspecific_competition MACA-B,NA,Intraspecific mixture,9,22,Dieteria canescens,4.630716873,2.713115324,0.354468085,0.213888889,0.140579196,5,12,13,271,0.140579196,12,5,13,13,5,5
409,166,6,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,43,NA,NA,4.69041576,2.302585093,3.246490992,7.733045972,5.099019514,2.397895273,6.549809158,9.311283478,DICA-C Monoculture MACA-C,NA,Monoculture,10,12,Dieteria canescens,3.982598729,3.313538436,0.331018519,0.300584795,0.030433723,1,4,2,215.1,0.030433723,4,1,2,2,NA,NA
410,174,6,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,44,6,4,4.69041576,2.014903021,3.55820113,10.07968253,5.477225575,2.197224577,8.031189202,11.81524439,MACA-A Interspecific_competition HEVI-A,NA,Interspecific mixture,13,12,Heterotheca villosa,4.454933624,3.692950537,0.316021558,0.256766642,0.059254916,1.5,8,-1,340.8,0.059254916,8,1.5,-1,1,-2,2
411,175,6,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,8,8,4.062019202,1.386294361,2.557227311,4.312771731,5.291502622,2.415913778,6.140032573,11.02270384,MACA-A Interspecific_competition HEVI-C,NA,Interspecific mixture,10,16,Heterotheca villosa,4.142793311,2.621068302,0.236809045,0.40952381,-0.172714764,7.2,11.5,6,190.7,0.172714764,11.5,7.2,6,6,0,0
412,176,6,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,5,5,5.431390246,1.871802177,3.869115504,10.10940156,4.527692569,1.871802177,4.816637832,8.197560613,MACA-A Interspecific_competition HEVI-B,NA,Interspecific mixture,8,9,Heterotheca villosa,3.607519708,3.738785507,0.256637168,0.319120586,-0.062483418,0,-9,1,240.5,0.062483418,9,0,1,1,0,0
413,178,6,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,44,6,8,5.196152423,2.197224577,2.879198457,8.461678321,5,2.140066163,5.848076607,11.4280357,MACA-A Intraspecific_competition MACA-A,NA,Monoculture,12,17,Dieteria canescens,4.156454295,3.367621828,0.207524272,0.199105145,0.008419126,-0.5,-2,5,254.2,0.008419126,2,0.5,5,5,2,2
414,179,6,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,3,8,3.872983346,2.397895273,1.974081026,7.273238618,5.567764363,2.197224577,8.111719916,12.28413611,MACA-A Intraspecific_competition MACA-B,NA,Intraspecific mixture,12,13,Dieteria canescens,4.516177147,3.040940585,0.303645593,0.119800333,0.18384526,-2,16,1,276.8,0.18384526,16,2,1,1,5,5
415,180,6,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,5,6,4.527692569,2.890371758,2.32238772,9.643650761,3.741657387,1.945910149,3.924283374,7.635443668,MACA-A Intraspecific_competition MACA-C,NA,Intraspecific mixture,13,11,Dieteria canescens,3.399959859,3.459196219,0.208955224,0.098837209,0.110118015,-11,-6.5,-2,176.9,0.110118015,6.5,11,-2,2,1,1
416,181,6,Dieteria canescens,DICA,DICA-A,Monoculture,Monoculture - MACA-A,DICA-A,44,NA,NA,7.071067812,2.079441542,3.858622229,10.50714043,5.099019514,2.197224577,3.563705936,9.959919678,MACA-A Monoculture MACA-A,NA,Monoculture,11,11,Dieteria canescens,3.677448248,3.790219342,0.113494191,0.300380228,-0.186886037,1,-24,0,269.7,0.186886037,24,1,0,0,NA,NA
417,183,6,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,6,6,4.898979486,1.609437912,3.113515309,6.316644679,4.795831523,2.564949357,3.591656999,8.700574694,MACA-B Interspecific_competition HEVI-C,NA,Interspecific mixture,9,13,Heterotheca villosa,3.506027908,3.070856556,0.145598194,0.360576923,-0.214978729,8,-1,4,151,0.214978729,1,8,4,4,0,0
418,185,6,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,4,5,4.123105626,1.609437912,1.609437912,4.438468204,5.958187644,2.302585093,7.700649323,11.18928058,MACA-B Interspecific_competition HEVI-B,NA,Interspecific mixture,10,16,Heterotheca villosa,4.346254699,2.459249096,0.321409214,0.20242915,0.118980064,5,18.5,6,209.2,0.118980064,18.5,5,6,6,1,1
419,186,6,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,5,6,4.242640687,2.351375257,2.985681938,9.741663102,4.949747468,2.140066163,5.54977477,8.994442729,MACA-B Intraspecific_competition MACA-A,NA,Intraspecific mixture,14,16,Dieteria canescens,3.813688175,3.567540475,0.275738585,0.172624237,0.103114348,-2,6.5,2,226.4,0.103114348,6.5,2,2,2,1,1
420,187,6,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,42,NA,NA,4.69041576,2.772588722,2.884800713,9.904544412,5.477225575,2.302585093,3.860051813,8.637129153,MACA-B Intraspecific_competition MACA-B,NA,Monoculture,12,9,Dieteria canescens,3.535135212,3.57621939,0.166480447,0.154310345,0.012170102,-6,8,-3,205.5,0.012170102,8,6,-3,3,NA,NA
421,188,6,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,5,5,3.898717738,2.302585093,1.589235205,9.033271833,2.645751311,1.504077397,1,4.195235393,MACA-B Intraspecific_competition MACA-C,NA,Intraspecific mixture,10,10,Dieteria canescens,2.279305902,3.259218777,0.053763441,0.056647399,-0.002883958,-5.5,-8.2,0,105.1,0.002883958,8.2,5.5,0,0,0,0
422,189,6,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,NA,NA,4.123105626,1.945910149,2.292534757,6.942621983,4.898979486,2.079441542,4.086563348,9.332738076,MACA-B Monoculture MACA-B,NA,Monoculture,15,14,Dieteria canescens,3.663236469,3.038940069,0.16088632,0.170395869,-0.009509549,1,7,-1,161.9,0.009509549,7,1,-1,1,NA,NA
423,190,6,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,6,6,5.291502622,1.945910149,2.791165108,7.334848328,4.69041576,2.442347035,3.391164992,9.170605214,DICA-C Interspecific_competition HEVI-A,NA,Interspecific mixture,15,15,Heterotheca villosa,3.544258767,3.182139757,0.120292887,0.232524964,-0.112232077,4.5,-6,0,165.7,0.112232077,6,4.5,0,0,0,0
424,191,6,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,5,4,3.794733192,1.386294361,1.435084525,3.065941943,3.464101615,2.564949357,2.828427125,2.720294102,DICA-C Interspecific_competition HEVI-C,NA,Interspecific mixture,5,11,Heterotheca villosa,2.355572378,2.121562271,0.519480519,0.308823529,0.21065699,9,-2.4,6,29,0.21065699,2.4,9,6,6,-1,1
425,192,6,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,3,6,3.605551275,1.504077397,2.054123734,6.473020933,4.582575695,2.251291799,3.741657387,9.126883367,DICA-C Interspecific_competition HEVI-B,NA,Interspecific mixture,13,15,Heterotheca villosa,3.587274837,2.920127509,0.143884892,0.15694165,-0.013056758,5,8,2,147,0.013056758,8,5,2,2,3,3
426,193,7,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,5,4,5.244044241,2.48490665,3.433987204,12.31665539,4.242640687,2.197224577,2.93257566,7.880355322,DICA-C Intraspecific_competition MACA-A,NA,Intraspecific mixture,17,13,Dieteria canescens,3.288302143,3.968707925,0.121640736,0.169677066,-0.048036331,-3,-9.5,-4,253.4,0.048036331,9.5,3,-4,4,-1,1
